CODGEO;LIBGEO;MED14
2584;Papleux;20504
2585;Parcy-et-Tigny;21501
2586;Parfondeval;20425
2587;Parfondru;21371
2588;Pargnan;
2589;Pargny-Filain;22689
2590;Pargny-la-Dhuys;21147
2591;Pargny-les-Bois;19381
2592;Parpeville;20556
2593;Pasly;21784
2594;Passy-en-Valois;18395
2595;Passy-sur-Marne;25100
2596;Pavant;19476
2597;Perles;
2598;Pernant;21559
2599;Pierremande;19403
2600;Pierrepont;19337
2601;Pignicourt;20236
2602;Pinon;17298
2604;Pithon;
2605;Pleine-Selve;19091
2606;Le Plessier-Huleu;
2607;Ploisy;
2608;Plomion;16689
2609;Ployart-et-Vaurseine;
2610;Pommiers;21547
2612;Pont-Arcy;19862
2613;Pontavert;21912
2614;Pontru;19876
2615;Pontruet;23495
2616;Pont-Saint-Mard;19859
2617;Pouilly-sur-Serre;19271
2618;Prémont;17133
2619;Prémontré;20565
2620;Presles-et-Boves;18566
2621;Presles-et-Thierny;25007
2622;Priez;
2623;Prisces;15645
2624;Proisy;19213
2625;Proix;18427
2626;Prouvais;21027
2627;Proviseux-et-Plesnoy;20019
2628;Puiseux-en-Retz;22659
2629;Puisieux-et-Clanlieu;18736
2631;Quierzy;18643
2632;Quincy-Basse;
2633;Quincy-sous-le-Mont;
2634;Raillimont;
2635;Ramicourt;18597
2636;Regny;21137
2637;Remaucourt;23198
2638;Remies;18868
2639;Remigny;19550
2640;Renansart;18228
2641;Renneval;15969
2642;Résigny;17842
2643;Ressons-le-Long;20200
2644;Retheuil;21345
2645;Reuilly-Sauvigny;19880
2646;Révillon;
2647;Ribeauville;
2648;Ribemont;17418
2649;Rocourt-Saint-Martin;20382
2650;Rocquigny;18712
2651;Rogécourt;20387
2652;Rogny;18841
2653;Romeny-sur-Marne;21222
2654;Romery;
2655;Ronchères;19631
2656;Roucy;21909
2657;Rougeries;16349
2658;Roupy;20331
2659;Rouvroy;24297
2660;Rouvroy-sur-Serre;
2661;Royaucourt-et-Chailvet;22127
2662;Rozet-Saint-Albin;20660
2663;Rozières-sur-Crise;19956
2664;Rozoy-Bellevalle;23405
2665;Grand-Rozoy;20104
2666;Rozoy-sur-Serre;15725
2667;Saconin-et-Breuil;21103
2668;Sains-Richaumont;16489
2669;Saint-Agnan;23551
2670;Saint-Algis;18969
2671;Saint-Aubin;16913
2672;Saint-Bandry;19521
2673;Saint-Christophe-à-Berry;19879
2674;Saint-Clément;
2675;Sainte-Croix;20410
2676;Saint-Erme-Outre-et-Ramecourt;18749
2677;Saint-Eugène;18468
2678;Sainte-Geneviève;
2679;Saint-Gengoulph;18651
2680;Saint-Gobain;19017
2681;Saint-Gobert;18252
2682;Saint-Mard;19344
2683;Saint-Martin-Rivière;15395
2684;Saint-Michel;16209
2685;Saint-Nicolas-aux-Bois;21360
2686;Saint-Paul-aux-Bois;19148
2687;Saint-Pierre-Aigle;24120
2688;Saint-Pierre-lès-Franqueville;
2689;Saint-Pierremont;
2690;Sainte-Preuve;
2691;Saint-Quentin;16417
2693;Saint-Rémy-Blanzy;20535
2694;Saint-Simon;20622
2695;Saint-Thibaut;
2696;Saint-Thomas;
2697;Samoussy;21295
2698;Sancy-les-Cheminots;19727
2699;Saponay;19258
2701;Saulchery;20838
2702;Savy;21452
2703;Seboncourt;18285
2704;Selens;18028
2705;La Selve;18840
2706;Septmonts;21096
2707;Septvaux;20778
2708;Sequehart;22249
2709;Serain;17754
2710;Seraucourt-le-Grand;19416
2711;Serches;20018
2712;Sergy;21053
2713;Seringes-et-Nesles;19325
2714;Sermoise;18485
2715;Serval;
2716;Servais;21545
2717;Séry-lès-Mézières;18645
2718;Silly-la-Poterie;23210
2719;Sinceny;19496
2720;Sissonne;16444
2721;Sissy;21917
2722;Soissons;16513
2723;Soize;
2724;Sommelans;
2725;Sommeron;14108
2726;Sommette-Eaucourt;21009
2727;Sons-et-Ronchères;16094
2728;Sorbais;18901
2729;Soucy;
2730;Soupir;17727
2731;Le Sourd;20087
2732;Surfontaine;16420
2733;Suzy;21243
2734;Taillefontaine;19509
2735;Tannières;
2736;Tartiers;19187
2737;Tavaux-et-Pontséricourt;17755
2738;Tergnier;16646
2739;Terny-Sorny;22887
2740;Thenailles;18806
2741;Thenelles;16634
2742;Thiernu;18029
2743;Le Thuel;18453
2744;Torcy-en-Valois;
2745;Toulis-et-Attencourt;19237
2746;Travecy;18925
2747;Trefcon;
2748;Trélou-sur-Marne;22139
2749;Troësnes;21572
2750;Trosly-Loire;18271
2751;Trucy;20045
2752;Tugny-et-Pont;18225
2753;Tupigny;16659
2754;Ugny-le-Gay;19822
2755;Urcel;18985
2756;Urvillers;21511
2757;Vadencourt;16528
2758;Vailly-sur-Aisne;18051
2759;La Vallée-au-Blé;16349
2760;La Vallée-Mulâtre;16699
2761;Variscourt;21255
2762;Vassens;18221
2763;Vasseny;19471
2764;Vassogne;
2765;Vaucelles-et-Beffecourt;23349
2766;Vaudesson;18594
2767;Vauxrezis;22562
2768;Vauxaillon;18500
2769;Vaux-Andigny;17546
2770;Vauxbuin;22111
2771;Vauxcéré;
2772;Vaux-en-Vermandois;20341
2773;Vauxtin;
2774;Vendelles;20804
2775;Vendeuil;21013
2776;Vendhuile;17398
2777;Vendières;21750
2778;Vendresse-Beaulne;18989
2779;Vénérolles;18832
2780;Venizel;18984
2781;Verdilly;20941
2782;Le Verguier;18756
2783;Grand-Verly;15918
2784;Petit-Verly;18524
2785;Vermand;20400
2786;Verneuil-sous-Coucy;18416
2787;Verneuil-sur-Serre;20817
2788;Versigny;18948
2789;Vervins;16764
2790;Vesles-et-Caumont;19526
2791;Veslud;23832
2792;Veuilly-la-Poterie;20083
2793;Vézaponin;19214
2794;Vézilly;25019
2795;Vic-sur-Aisne;19163
2796;Vichel-Nanteuil;
2797;Viel-Arcy;17671
2798;Viels-Maisons;19909
2799;Vierzy;17707
2800;Viffort;21722
2801;Vigneux-Hocquet;17611
2802;La Ville-aux-Bois-lès-Dizy;17451
2803;La Ville-aux-Bois-lès-Pontavert;20983
2804;Villemontoire;21889
2805;Villeneuve-Saint-Germain;17712
2806;Villeneuve-sur-Fère;18358
2807;Villequier-Aumont;22187
2808;Villeret;16802
2809;Villers-Agron-Aiguizy;
2810;Villers-Cotterêts;18176
2811;Villers-en-Prayères;21796
2812;Villers-Hélon;21407
2813;Villers-le-Sec;17734
2814;Villers-lès-Guise;20197
2815;Villers-Saint-Christophe;20446
2816;Villers-sur-Fère;19918
2817;Ville-Savoye;
2818;Villiers-Saint-Denis;22138
2819;Vincy-Reuil-et-Magny;15610
2820;Viry-Noureuil;21116
2821;Vivaise;20684
2822;Vivières;21837
2823;Voharies;
2824;Vorges;24419
2826;Voulpaix;18236
2827;Voyenne;19347
2828;Vregny;
2829;Vuillery;
2830;Wassigny;17189
2831;Watigny;17360
2832;Wiège-Faty;16663
2833;Wimy;18689
2834;Wissignicourt;21075
3001;Abrest;19926
3002;Agonges;20158
3003;Ainay-le-Château;18781
3004;Andelaroche;17269
3005;Archignat;15839
3006;Arfeuilles;16234
3007;Arpheuilles-Saint-Priest;20885
3008;Arronnes;17989
3009;Aubigny;17077
3010;Audes;19359
3011;Aurouër;19343
3012;Autry-Issards;20520
3013;Avermes;20939
3014;Avrilly;19507
3015;Bagneux;20456
3016;Barberier;19773
3017;Barrais-Bussolles;16061
3018;Bayet;17659
3019;Beaulon;18680
3020;Beaune-d'Allier;18118
3021;Bègues;19156
3022;Bellenaves;17363
3023;Bellerive-sur-Allier;20991
3024;Bert;15872
3025;Bessay-sur-Allier;19032
3026;Besson;20621
3027;Bézenet;17656
3028;Billezois;17596
3029;Billy;19843
3030;Biozat;19561
3031;Bizeneuille;20927
3032;Blomard;18663
3033;Bost;18472
3034;Boucé;18453
3035;Le Bouchaud;18093
3036;Bourbon-l'Archambault;19335
3037;Braize;14755
3038;Bransat;20245
3039;Bresnay;19407
3040;Bressolles;23727
3041;Le Brethon;17558
3042;Le Breuil;17374
3043;Broût-Vernet;18115
3044;Brugheas;21348
3045;Busset;19847
3046;Buxières-les-Mines;17274
3047;La Celle;18487
3048;Cérilly;18619
3049;Cesset;20499
3050;La Chabanne;15695
3051;Chambérat;16721
3052;Chamblet;20329
3053;Chantelle;19387
3054;Chapeau;19364
3055;La Chapelaude;20558
3056;La Chapelle;18292
3057;La Chapelle-aux-Chasses;18805
3058;Chappes;17977
3059;Chareil-Cintrat;20211
3060;Charmeil;19947
3061;Charmes;20553
3062;Charroux;20764
3063;Chassenard;19050
3064;Château-sur-Allier;17327
3065;Châtel-de-Neuvre;18624
3066;Châtel-Montagne;16703
3067;Châtelperron;16784
3068;Châtelus;16413
3069;Châtillon;17846
3070;Chavenon;19275
3071;Chavroches;16997
3072;Chazemais;19749
3073;Chemilly;20987
3074;Chevagnes;19881
3075;Chezelle;18245
3076;Chézy;21670
3077;Chirat-l'Église;18106
3078;Chouvigny;19520
3079;Cindré;17993
3080;Cognat-Lyonne;20726
3081;Colombier;18781
3082;Commentry;18392
3083;Contigny;19886
3084;Cosne-d'Allier;18902
3085;Coulandon;22146
3086;Coulanges;17258
3087;Couleuvre;17464
3088;Courçais;16169
3089;Coutansouze;19389
3090;Couzon;17401
3091;Créchy;20038
3092;Cressanges;19279
3093;Creuzier-le-Neuf;20613
3094;Creuzier-le-Vieux;22488
3095;Cusset;18579
3096;Deneuille-lès-Chantelle;
3097;Deneuille-les-Mines;20015
3098;Désertines;19859
3099;Deux-Chaises;19117
3100;Diou;19264
3101;Domérat;20401
3102;Dompierre-sur-Besbre;18731
3103;Le Donjon;17374
3104;Doyet;18551
3105;Droiturier;17995
3106;Durdat-Larequille;20303
3107;Ébreuil;20545
3108;Échassières;17148
3109;Escurolles;19245
3110;Espinasse-Vozelle;20433
3111;Estivareilles;21060
3112;Étroussat;18378
3113;Ferrières-sur-Sichon;17353
3114;La Ferté-Hauterive;19808
3115;Fleuriel;20413
3116;Fourilles;17873
3117;Franchesse;16757
3118;Gannat;18405
3119;Gannay-sur-Loire;18425
3120;Garnat-sur-Engièvre;19419
3121;Gennetines;21023
3122;Gipcy;19340
3123;Givarlais;19772
3124;Gouise;21231
3125;La Guillermie;13902
3126;Hauterive;18969
3127;Hérisson;19837
3128;Huriel;19640
3129;Hyds;18109
3130;Isle-et-Bardais;19177
3131;Isserpent;17640
3132;Jaligny-sur-Besbre;18443
3133;Jenzat;19660
3134;Laféline;20051
3135;Lalizolle;17263
3136;Lamaids;17324
3137;Langy;19951
3138;Lapalisse;17632
3139;Laprugne;16688
3140;Lavault-Sainte-Anne;20968
3141;Lavoine;17262
3142;Lenax;16367
3143;Lételon;17545
3144;Liernolles;17319
3145;Lignerolles;20867
3146;Limoise;19017
3147;Loddes;14802
3148;Loriges;17938
3149;Louchy-Montfand;20497
3150;Louroux-Bourbonnais;18772
3151;Louroux-de-Beaune;21017
3152;Louroux-de-Bouble;19161
3153;Louroux-Hodement;16754
3154;Luneau;16851
3155;Lurcy-Lévis;17794
3156;Lusigny;20266
3157;Magnet;19252
3158;Maillet;18128
3159;Malicorne;18931
3160;Marcenat;19763
3161;Marcillat-en-Combraille;18593
3162;Marigny;22192
3163;Mariol;19289
3164;Le Mayet-d'École;18148
3165;Le Mayet-de-Montagne;17263
3166;Mazerier;20230
3167;Mazirat;18145
3168;Meaulne;18161
3169;Meillard;19798
3170;Meillers;18612
3171;Mercy;19118
3172;Mesples;15630
3173;Molinet;18471
3174;Molles;20449
3175;Monestier;17285
3176;Monétay-sur-Allier;18473
3177;Monétay-sur-Loire;15497
3178;Montaiguët-en-Forez;17241
3179;Montaigu-le-Blin;17969
3180;Montbeugny;19536
3181;Montcombroux-les-Mines;16586
3182;Monteignet-sur-l'Andelot;20872
3183;Le Montet;19095
3184;Montilly;22255
3185;Montluçon;17718
3186;Montmarault;17819
3187;Montoldre;19538
3188;Montord;18436
3189;Montvicq;18882
3190;Moulins;17765
3191;Murat;17796
3192;Nades;17295
3193;Nassigny;18377
3194;Naves;18461
3195;Néris-les-Bains;21838
3196;Neuilly-en-Donjon;17563
3197;Neuilly-le-Réal;20146
3198;Neure;18614
3200;Neuvy;22930
3201;Nizerolles;15914
3202;Noyant-d'Allier;16315
3203;Paray-le-Frésil;18010
3204;Paray-sous-Briailles;18347
3205;Périgny;18320
3206;La Petite-Marche;17335
3207;Pierrefitte-sur-Loire;17676
3208;Le Pin;15836
3209;Poëzat;20868
3210;Pouzy-Mésangy;18844
3211;Prémilhat;22020
3212;Quinssaines;21150
3213;Reugny;20166
3214;Rocles;16650
3215;Rongères;20339
3216;Ronnet;19516
3217;Saint-Angel;21941
3218;Saint-Aubin-le-Monial;21160
3219;Saint-Bonnet-de-Four;20448
3220;Saint-Bonnet-de-Rochefort;19606
3221;Saint-Bonnet-Tronçais;18315
3222;Saint-Caprais;16699
3223;Saint-Christophe;18061
3224;Saint-Clément;15500
3225;Saint-Désiré;16792
3226;Saint-Didier-en-Donjon;15554
3227;Saint-Didier-la-Forêt;19851
3228;Saint-Éloy-d'Allier;
3229;Saint-Ennemond;18917
3230;Saint-Étienne-de-Vicq;19594
3231;Saint-Fargeol;18238
3232;Saint-Félix;20973
3233;Saint-Genest;20232
3234;Saint-Gérand-de-Vaux;18037
3235;Saint-Gérand-le-Puy;18266
3236;Saint-Germain-des-Fossés;18019
3237;Saint-Germain-de-Salles;18660
3238;Saint-Hilaire;17762
3239;Saint-Léger-sur-Vouzance;18199
3240;Saint-Léon;17046
3241;Saint-Léopardin-d'Augy;16360
3242;Saint-Loup;19323
3243;Saint-Marcel-en-Murat;20663
3244;Saint-Marcel-en-Marcillat;22200
3245;Saint-Martin-des-Lais;19591
3246;Saint-Martinien;19607
3247;Saint-Menoux;19809
3248;Saint-Nicolas-des-Biefs;17325
3249;Saint-Palais;16722
3250;Saint-Pierre-Laval;17929
3251;Saint-Plaisir;18317
3252;Saint-Pont;20887
3253;Saint-Pourçain-sur-Besbre;19363
3254;Saint-Pourçain-sur-Sioule;18925
3255;Saint-Priest-d'Andelot;19551
3256;Saint-Priest-en-Murat;18557
3257;Saint-Prix;19094
3258;Saint-Rémy-en-Rollat;20612
3259;Saint-Sauvier;16919
3260;Saint-Sornin;17294
3261;Sainte-Thérence;20017
3262;Saint-Victor;22112
3263;Saint-Voir;17808
3264;Saint-Yorre;19177
3265;Saligny-sur-Roudon;17982
3266;Sanssat;19005
3267;Saulcet;20593
3268;Saulzet;20310
3269;Sauvagny;
3270;Sazeret;18403
3271;Serbannes;21352
3272;Servilly;16985
3273;Seuillet;19982
3274;Sorbier;17206
3275;Souvigny;18580
3276;Sussat;20364
3277;Target;19685
3278;Taxat-Senat;19841
3279;Teillet-Argenty;18928
3280;Terjat;17718
3281;Le Theil;18198
3282;Theneuille;17633
3283;Thiel-sur-Acolin;18211
3284;Thionne;18800
3285;Tortezais;20051
3286;Toulon-sur-Allier;21782
3287;Treban;17510
3288;Treignat;17575
3289;Treteau;17906
3290;Trévol;22312
3291;Trézelles;17854
3292;Tronget;20002
3293;Urçay;17977
3294;Ussel-d'Allier;21283
3295;Valignat;
3296;Valigny;17056
3297;Vallon-en-Sully;18434
3298;Varennes-sur-Allier;17763
3299;Varennes-sur-Tèche;15202
3300;Vaumas;17625
3301;Vaux;20169
3302;Veauce;
3303;Venas;18166
3304;Vendat;22074
3305;Verneix;19343
3306;Le Vernet;22107
3307;Verneuil-en-Bourbonnais;20329
3308;Vernusse;16332
3309;Le Veurdre;17156
3310;Vichy;17926
3311;Vicq;19921
3312;Vieure;17787
3313;Le Vilhain;18957
3314;Villebret;22002
3315;Villefranche-d'Allier;17636
3316;Villeneuve-sur-Allier;19440
3317;Viplaix;17334
3318;Vitray;21029
3319;Voussac;17852
3320;Ygrande;17076
3321;Yzeure;21033
4001;Aiglun;21848
4004;Allemagne-en-Provence;18355
4005;Allons;
4006;Allos;17955
4007;Angles;
4008;Annot;17984
4009;Archail;
4012;Aubenas-les-Alpes;
4013;Aubignosc;20494
4016;Authon;
4017;Auzet;16022
4018;Banon;18337
4019;Barcelonnette;18019
4020;Barles;13426
4021;Barras;16823
4022;Barrême;15967
4023;Bayons;15146
4024;Beaujeu;17238
4025;Beauvezer;18535
4026;Bellaffaire;19073
4027;Bevons;20934
4028;Beynes;17813
4030;Blieux;
4031;Bras-d'Asse;18741
4032;Braux;17119
4033;La Bréole;17347
4034;La Brillanne;18045
4035;Brunet;19401
4036;Le Brusquet;21790
4037;Le Caire;
4039;Castellane;18267
4040;Le Castellard-Mélan;
4041;Le Castellet;17975
4042;Castellet-lès-Sausses;16453
4043;Val-de-Chalvagne;
4045;Céreste;17846
4046;Le Chaffaut-Saint-Jurson;20616
4047;Champtercier;21355
4049;Château-Arnoux-Saint-Auban;18927
4050;Châteaufort;
4051;Châteauneuf-Miravail;
4053;Châteauneuf-Val-Saint-Donat;19857
4054;Châteauredon;
4055;Chaudon-Norante;18761
4057;Clamensane;17329
4058;Claret;19295
4059;Clumanc;16470
4061;Colmars;18768
4062;La Condamine-Châtelard;17381
4063;Corbières;21087
4065;Cruis;18983
4066;Curbans;20817
4067;Curel;
4068;Dauphin;21174
4069;Demandolx;19326
4070;Digne-les-Bains;19037
4072;Draix;
4073;Enchastrayes;19839
4074;Entrages;18622
4075;Entrepierres;21240
4076;Entrevaux;18692
4077;Entrevennes;17474
4079;L'Escale;20571
4081;Esparron-de-Verdon;19488
4084;Estoublon;19844
4085;Faucon-du-Caire;
4086;Faucon-de-Barcelonnette;19843
4087;Fontienne;17318
4088;Forcalquier;18285
4090;Le Fugeret;17603
4091;Ganagobie;20030
4092;La Garde;
4093;Gigors;
4094;Gréoux-les-Bains;19447
4095;L'Hospitalet;
4096;Jausiers;18568
4097;La Javie;18816
4099;Lambruisse;16068
4100;Larche;
4101;Lardiers;16410
4102;Le Lauzet-Ubaye;16458
4104;Limans;16265
4106;Lurs;19627
4107;Majastres;
4108;Malijai;17435
4109;Mallefougasse-Augès;20041
4110;Mallemoisson;20637
4111;Mane;18409
4112;Manosque;18676
4113;Marcoux;20770
4115;Méailles;15781
4116;Les Mées;18309
4118;Melve;16771
4120;Meyronnes;
4121;Mézel;18259
4122;Mirabeau;21613
4123;Mison;20253
4124;Montagnac-Montpezat;18631
4126;Montclar;17913
4127;Montfort;20788
4128;Montfuron;20041
4129;Montjustin;
4130;Montlaux;19063
4132;Montsalier;18752
4133;Moriez;16483
4134;La Motte-du-Caire;17839
4135;Moustiers-Sainte-Marie;17660
4136;La Mure-Argens;20576
4137;Nibles;
4138;Niozelles;20192
4139;Noyers-sur-Jabron;18671
4140;Les Omergues;18714
4141;Ongles;18009
4142;Oppedette;
4143;Oraison;20138
4144;La Palud-sur-Verdon;16080
4145;Peipin;19202
4148;Peyroules;18678
4149;Peyruis;19734
4150;Piégut;14616
4151;Pierrerue;19462
4152;Pierrevert;24718
4154;Pontis;
4155;Prads-Haute-Bléone;16340
4156;Puimichel;18382
4157;Puimoisson;18361
4158;Quinson;17095
4159;Redortiers;
4160;Reillanne;19292
4161;Méolans-Revel;17788
4162;Revest-des-Brousses;17739
4163;Revest-du-Bion;18643
4164;Revest-Saint-Martin;
4166;Riez;17037
4167;La Robine-sur-Galabre;19940
4169;La Rochegiron;
4170;La Rochette;
4171;Rougon;
4172;Roumoules;18997
4173;Saint-André-les-Alpes;19237
4174;Saint-Benoît;22502
4175;Sainte-Croix-à-Lauze;
4176;Sainte-Croix-du-Verdon;18955
4177;Hautes-Duyes;
4178;Saint-Étienne-les-Orgues;18797
4179;Saint-Geniez;
4180;Saint-Jacques;
4181;Saint-Jeannet;
4182;Saint-Julien-d'Asse;19416
4183;Saint-Julien-du-Verdon;21379
4184;Saint-Jurs;18586
4186;Saint-Laurent-du-Verdon;
4187;Saint-Lions;
4188;Saint-Maime;19265
4189;Saint-Martin-de-Brômes;19146
4190;Saint-Martin-les-Eaux;
4191;Saint-Martin-lès-Seyne;
4192;Saint-Michel-l'Observatoire;20390
4193;Saint-Paul-sur-Ubaye;17589
4194;Saint-Pierre;
4195;Saint-Pons;20105
4197;Sainte-Tulle;19919
4198;Saint-Vincent-les-Forts;17917
4199;Saint-Vincent-sur-Jabron;17627
4200;Salignac;22781
4201;Saumane;17071
4202;Sausses;19056
4203;Selonnet;17758
4204;Senez;18135
4205;Seyne;18128
4206;Sigonce;19698
4207;Sigoyer;
4208;Simiane-la-Rotonde;18810
4209;Sisteron;18566
4210;Soleilhas;
4211;Sourribes;19109
4214;Tartonne;15935
4216;Thèze;18101
4217;Thoard;17726
4218;Thorame-Basse;15513
4219;Thorame-Haute;16725
4220;Les Thuiles;18417
4222;Turriers;19169
4224;Ubraye;
4226;Uvernet-Fours;19493
4227;Vachères;17021
4228;Valavoire;
4229;Valbelle;18186
4230;Valensole;19285
4231;Valernes;20028
4233;Vaumeilh;15841
4234;Venterol;17791
4235;Verdaches;
4236;Vergons;
4237;Le Vernet;18019
4240;Villars-Colmars;17789
4241;Villemus;18662
4242;Villeneuve;20851
4244;Volonne;19600
4245;Volx;20453
5001;Abriès;17747
5003;Aiguilles;18294
5004;Ancelle;20123
5005;Antonaves;19382
5006;L'Argentière-la-Bessée;18657
5007;Arvieux;19657
5008;Aspremont;18102
5009;Aspres-lès-Corps;
5010;Aspres-sur-Buëch;17361
5011;Avançon;18354
5012;Baratier;18994
5013;Barcillonnette;18069
5014;Barret-sur-Méouge;16995
5016;La Bâtie-Montsaléon;18547
5017;La Bâtie-Neuve;19788
5018;La Bâtie-Vieille;24023
5019;La Beaume;19463
5021;Le Bersac;18122
5022;Bréziers;18091
5023;Briançon;18921
5024;Bruis;
5025;Buissard;20209
5026;Ceillac;20655
5027;Cervières;17592
5028;Chabestan;16155
5029;Chabottes;19122
5031;Champcella;18802
5032;Champoléon;17925
5033;Chanousse;
5034;Châteauneuf-de-Chabre;21107
5035;Châteauneuf-d'Oze;
5036;Châteauroux-les-Alpes;19335
5037;Châteauvieux;24024
5038;Château-Ville-Vieille;18650
5039;Chauffayer;17196
5040;Chorges;19841
5043;Les Costes;19122
5044;Crévoux;16878
5045;Crots;18324
5046;Embrun;19339
5047;Éourres;
5048;L'Épine;16057
5049;Esparron;
5050;Espinasses;17704
5051;Étoile-Saint-Cyrice;
5052;Eygliers;20860
5053;Eyguians;17954
5054;La Fare-en-Champsaur;19239
5055;La Faurie;17565
5056;Forest-Saint-Julien;16843
5057;Fouillouse;24781
5058;Freissinières;18637
5059;La Freissinouse;21985
5060;Furmeyer;20959
5061;Gap;19690
5062;Le Glaizil;18880
5063;La Grave;16904
5064;La Chapelle-en-Valgaudémar;
5065;Guillestre;19298
5066;La Haute-Beaume;
5068;Jarjayes;20039
5069;Lagrand;20497
5070;Laragne-Montéglin;18928
5071;Lardier-et-Valença;20223
5072;Laye;20674
5073;Lazer;21075
5074;Lettret;18300
5075;Manteyer;22336
5076;Méreuil;
5077;Molines-en-Queyras;19100
5078;Monêtier-Allemont;17541
5079;Le Monêtier-les-Bains;19786
5080;Montbrand;
5081;Montclus;
5082;Mont-Dauphin;17880
5084;Montgardin;20265
5085;Montgenèvre;19945
5086;Montjay;
5087;Montmaur;19842
5088;Montmorin;
5089;Montrond;
5090;La Motte-en-Champsaur;18007
5091;Moydans;
5092;Neffes;23992
5093;Névache;17796
5094;Nossage-et-Bénévent;
5095;Le Noyer;19495
5096;Orcières;19517
5097;Orpierre;19403
5098;Les Orres;19884
5099;Oze;18218
5100;Pelleautier;21179
5101;Pelvoux;18404
5102;La Piarre;
5103;Le Poët;19318
5104;Poligny;18961
5106;Prunières;19341
5107;Puy-Saint-André;21071
5108;Puy-Saint-Eusèbe;21017
5109;Puy-Saint-Pierre;21367
5110;Puy-Saint-Vincent;19447
5111;Puy-Sanières;20674
5112;Rabou;
5113;Rambaud;21065
5114;Réallon;15973
5115;Remollon;17779
5116;Réotier;21185
5117;Ribeyret;
5118;Ribiers;19735
5119;Risoul;21334
5120;Ristolas;
5121;Rochebrune;18619
5122;La Roche-de-Rame;18981
5123;La Roche-des-Arnauds;21128
5124;La Rochette;19304
5126;Rosans;17443
5127;Rousset;17023
5128;Saint-André-d'Embrun;20376
5129;Saint-André-de-Rosans;16201
5130;Saint-Apollinaire;22897
5131;Saint-Auban-d'Oze;
5132;Saint-Bonnet-en-Champsaur;19515
5133;Saint-Chaffrey;20370
5134;Saint-Clément-sur-Durance;19467
5135;Sainte-Colombe;
5136;Saint-Crépin;20033
5139;Dévoluy;19050
5140;Saint-Étienne-le-Laus;18064
5141;Saint-Eusèbe-en-Champsaur;18501
5142;Saint-Firmin;18598
5143;Saint-Genis;
5144;Saint-Jacques-en-Valgodemard;15269
5145;Saint-Jean-Saint-Nicolas;18573
5146;Saint-Julien-en-Beauchêne;16448
5147;Saint-Julien-en-Champsaur;20155
5148;Saint-Laurent-du-Cros;19473
5149;Saint-Léger-les-Mélèzes;19379
5150;Sainte-Marie;
5151;Saint-Martin-de-Queyrières;20240
5152;Saint-Maurice-en-Valgodemard;15394
5153;Saint-Michel-de-Chaillol;19142
5154;Saint-Pierre-d'Argençon;16622
5155;Saint-Pierre-Avez;
5156;Saint-Sauveur;19602
5157;Saint-Véran;18162
5158;Le Saix;
5159;Saléon;
5160;Salérans;
5161;La Salle-les-Alpes;19361
5162;La Saulce;18639
5163;Le Sauze-du-Lac;18923
5164;Savines-le-Lac;19816
5165;Savournon;16734
5166;Serres;17851
5167;Sigottier;
5168;Sigoyer;20017
5169;Sorbiers;
5170;Tallard;18776
5171;Théus;16615
5172;Trescléoux;17785
5173;Upaix;19250
5174;Val-des-Prés;19512
5175;Vallouise;19570
5176;Valserres;18944
5177;Vars;19997
5178;Ventavon;19504
5179;Veynes;18189
5180;Les Vigneaux;19333
5181;Villar-d'Arêne;17263
5182;Villar-Loubière;
5183;Villar-Saint-Pancrace;20792
5184;Vitrolles;18546
6001;Aiglun;
6002;Amirat;
6003;Andon;16851
6004;Antibes;21373
6005;Ascros;16039
6006;Aspremont;27067
6007;Auribeau-sur-Siagne;22965
6008;Auvare;
6009;Bairols;
6010;Le Bar-sur-Loup;22035
6011;Beaulieu-sur-Mer;21476
6012;Beausoleil;19220
6013;Belvédère;18555
6014;Bendejun;21210
6015;Berre-les-Alpes;22146
6016;Beuil;17913
6017;Bézaudun-les-Alpes;18281
6018;Biot;26175
6019;Blausasc;22953
6020;La Bollène-Vésubie;18839
6021;Bonson;22275
6022;Bouyon;20181
6023;Breil-sur-Roya;18969
6024;Briançonnet;16430
6025;Le Broc;21969
6026;Cabris;24849
6027;Cagnes-sur-Mer;21190
6028;Caille;18734
6029;Cannes;18894
6030;Le Cannet;19588
